#{"t_start": 1596175826.1036322, "env_id": null}
r,l,t
-37.970451,20,48164.639118
296.353524,2,48173.501802
112.242216,15,48190.968923
-1.838217,23,48209.319692
-770.830253,37,48236.175486
-1006.616621,46,48266.371676
-127.690851,29,48286.409636
100.568548,44,48307.005366
-589.500063,37,48333.075716
-238.702002,22,48353.380384
121.32462,19,48369.179864
137.52814,16,48398.280018
-459.564613,34,48423.720025
113.459615,13,48439.833935
-618.639885,38,48465.120948
-715.233446,38,48508.124968
244.030046,7,48519.969212
-628.489548,35,48545.63006
-171.837555,28,48568.019622
-159.182497,24,48587.406618
88.894181,24,48607.57417
-176.956366,33,48630.909926
-918.050036,47,48662.227644
216.384983,11,48674.202773
-195.102614,30,48709.118836
-438.285164,33,48747.257895
30.24554,17,48763.387716
-296.807213,113,48813.881257
-133.869722,26,48835.704684
254.445263,6,48846.055768
-745.9891,40,48875.338953
78.066457,23,48893.052213
142.150799,14,48907.855763
-408.148109,32,48932.358462
-707.061072,36,48962.005729
152.012425,24,48979.72688
49.389377,17,49009.372
119.209788,16,49025.730402
15.419581,16,49043.893887
54.405628,23,49060.492521
-395.737057,30,49097.811841
-1154.671981,46,49127.935664
-186.194168,27,49149.331349
-503.195031,36,49175.110153
100.858339,17,49191.194968
106.900817,17,49207.139813
-370.53498,31,49228.795553
-372.362817,30,49251.928043
82.708208,18,49267.752798
79.177922,20,49284.233578
-497.021256,33,49308.505805
-915.070707,41,49338.133974
-833.728666,44,49380.205061
239.885345,11,49391.518497
-476.188818,33,49415.240953
-909.351247,40,49445.023141
213.818524,14,49471.495971
142.043893,17,49488.839252
-1052.683592,46,49519.542065
-653.308378,32,49543.862284
226.14254,12,49557.327121
89.824144,17,49572.60319
50.34884,20,49588.54033
24.879274,19,49606.027843
124.166592,14,49621.063348
-531.575579,37,49646.074658
-80.429848,27,49666.742411
244.103047,9,49691.059466
120.277618,31,49711.265251
6.372577,28,49727.990144
60.322631,28,49747.217422
-102.172464,31,49768.786978
231.487394,12,49780.06548
-410.617547,32,49804.119217
60.52759,17,49820.27645
53.799702,19,49835.193825
240.829975,9,49846.019467
98.88761,19,49875.638422
82.659382,17,49891.397676
-672.069745,33,49917.571902
-435.397276,32,49941.424441
300,1,49961.451759
-483.483346,37,50001.314066
-195.972727,28,50023.037775
58.910119,16,50039.111284
-983.003365,46,50067.91351
-664.02467,43,50094.175094
-882.783008,41,50122.203199
-461.96486,31,50147.412662
300,1,50154.11808
-93.644345,23,50186.310702
123.198905,44,50221.535027
87.710076,19,50237.488493
-851.36294,41,50265.827121
-60.287132,30,50285.230792
110.553773,17,50300.327515
134.199907,16,50310.963071
300,1,50319.506707
146.687848,31,50338.669441
253.658274,8,50363.014882
29.07526,21,50378.456873
-577.054935,38,50402.68283
-159.042558,27,50423.270375
102.522524,18,50440.402193
76.968224,17,50457.683026
-810.852448,39,50488.429453
211.630829,11,50501.779539
-473.424989,33,50528.106966
75.577938,20,50546.136557
57.796006,19,50561.184486
-733.644857,43,50590.341775
-268.437342,29,50626.52949
168.300678,12,50640.124045
232.475474,12,50651.648157
-394.775148,34,50676.440784
-96.028319,31,50698.309452
-921.5496,46,50729.636532
59.628717,24,50747.634017
101.663181,30,50766.969645
-471.579953,35,50792.990351
-424.953915,32,50816.236036
-836.537989,38,50844.366749
231.119949,8,50855.56703
-406.508992,33,50894.857326
82.368992,38,50915.899698
-272.454565,27,50938.464433
76.148296,34,50959.91015
-398.951605,34,50999.014738
-622.535203,37,51022.403702
-49.599801,21,51041.9787
-307.84636,29,51065.4349
-153.311598,25,51083.700481
-653.263467,61,51115.796156
254.100556,8,51125.923303
73.214123,16,51141.400303
-103.046497,44,51163.850172
-325.638319,27,51188.702987
-202.575783,28,51208.747714
-436.34451,34,51232.684007
-66.709251,55,51273.866467
-194.608689,22,51295.497643
-615.709009,119,51344.952495
239.731952,8,51369.66084
-1404.619019,243,51483.004887
207.310296,13,51495.604405
-674.200139,141,51553.710834
-401.177191,32,51579.209806
278.990194,4,51590.58176
193.207238,17,51605.142197
-576.724178,36,51630.995291
254.231807,6,51641.699304
-938.877959,43,51669.495997
240.617424,8,51695.437706
-353.954376,30,51717.419287
-424.15838,33,51739.606318
-457.670539,30,51763.712378
247.458444,8,51787.932284
-149.033174,25,51808.879479
-244.304372,98,51852.455698
-131.992265,24,51872.070005
-612.557112,37,51913.438892
-464.674727,32,51937.687207
-506.080301,59,51970.243832
-66.90993,19,51990.035889
52.687242,17,52000.860875
253.835907,9,52012.045718
103.062297,17,52026.252465
-181.381976,27,52046.432702
30.101215,22,52063.924813
-743.800547,37,52091.215532
-3.434893,21,52107.682105
256.801439,8,52119.279436
147.215691,14,52135.15163
-325.728535,29,52159.184965
-517.694771,37,52183.715882
-530.717006,34,52208.893346
-193.530959,23,52227.493526
300,1,52234.577897
-68.407399,45,52273.980691
-222.430851,25,52293.309098
-931.362334,47,52323.321315
98.563471,16,52337.951586
-646.140005,39,52375.131076
223.709441,10,52388.256935
-148.931978,30,52409.333112
66.566248,19,52425.30248
-514.55777,40,52452.84561
189.69591,10,52467.898787
-430.358036,33,52494.867512
-938.803529,41,52523.891399
245.42309,9,52535.41951
-662.381673,35,52562.153161
18.015483,20,52578.726882
220.097942,12,52604.978466
-673.787147,37,52630.943705
34.583312,17,52648.237359
-664.513766,36,52677.309107
-186.722457,24,52698.080969
-548.264115,54,52729.731917
-363.805806,29,52753.272589
-537.733436,37,52779.794609
248.487113,8,52791.073673
-110.816917,24,52811.132111
157.173512,14,52826.054794
260.026475,8,52837.665666
88.665597,15,52854.260066
63.759607,18,52883.488293
-127.522918,26,52904.337831
-762.373815,36,52931.579614
-171.234103,76,52968.61725
-333.840915,30,52990.330864
70.241421,17,53007.309499
88.981059,14,53024.486682
-170.805531,26,53045.644342
-957.43645,41,53075.039575
296.97063,2,53083.781114
-539.118102,36,53111.441248
-178.829016,25,53132.507094
-761.028847,39,53161.174877
300,1,53168.355984
-207.803763,29,53203.847208
296.786555,2,53212.005685
-128.978674,24,53232.525802
-205.104268,27,53267.020588
-209.059317,27,53300.959824
-190.228229,29,53321.198197
172.643542,12,53335.086523
85.13116,21,53350.259999
-868.003198,44,53378.622322
-700.551479,37,53420.290253
136.455639,15,53434.783906
300,1,53440.25808
-695.03531,39,53482.358827
91.725831,19,53511.538087
216.482431,9,53537.455827
-53.386607,22,53555.917019
-1135.663605,45,53579.507858
52.437391,18,53595.540862
178.139938,11,53609.431088
222.269283,10,53635.555822
271.983401,6,53658.46226
-38.188632,20,53690.618592
207.417951,11,53703.187189
-572.016914,38,53727.817121
-881.15298,37,53755.946639
257.449741,7,53766.664025
-103.917839,24,53787.111377
241.857318,9,53799.923575
84.491253,19,53814.560152
73.931593,18,53830.284371
-757.701696,39,53859.227331
227.498468,9,53871.098497
-993.048178,45,53901.474894
98.182002,18,53918.003253
233.713545,10,53930.000001
-952.898532,46,53958.943771
-47.491937,33,53980.72484
90.519196,16,53994.706358
-175.305369,35,54030.791135
-447.499392,32,54053.897688
-1183.967665,41,54081.602944
-549.447488,31,54105.493429
95.801959,38,54129.726508
-187.80236,27,54150.433379
217.360407,11,54162.174768
5.260853,19,54194.649905
-370.565483,29,54214.864154
-317.007141,29,54251.820148
-842.390592,45,54280.409168
129.70408,15,54307.837045
-872.531269,49,54337.854662
223.542672,11,54350.183226
-266.747955,24,54371.123299
66.376776,17,54387.99757
-166.532951,25,54410.183542
226.476494,9,54421.782687
-235.516228,27,54443.770071
66.922428,18,54473.348078
34.323219,27,54492.992691
300,1,54499.69744
232.916892,11,54524.258806
243.358357,7,54534.843112
97.271637,18,54550.207636
63.738809,20,54565.709713
-437.791419,33,54591.946018
97.027198,15,54608.583265
163.479362,22,54624.52542
16.969072,62,54658.524591
-677.054593,37,54687.024341
-484.103744,34,54711.533193
35.00218,21,54729.158027
-772.932857,43,54757.950351
-242.564921,26,54779.448436
300,1,54785.040239
-338.893681,29,54822.647616
-541.4653,36,54849.176975
-502.824004,37,54875.400688
-670.310661,33,54900.177537
-579.04054,35,54926.685139
230.562355,8,54938.898781
-198.085196,25,54959.408772
-174.70305,35,54997.212389
-95.068973,25,55018.151555
250.010911,8,55029.493947
138.917479,15,55043.924833
-191.108512,33,55065.356978
-301.440593,29,55088.396906
-438.820406,31,55113.282763
233.084006,8,55124.541656
136.795048,14,55138.104684
-443.479896,35,55176.885674
60.967543,23,55193.95519
198.081571,11,55206.078306
67.260612,19,55222.615286
-1111.258262,40,55252.028844
143.878529,15,55268.592391
-327.654342,27,55288.932543
80.900039,20,55304.744761
12.695426,19,55322.369318
-403.020856,32,55348.086044
-587.353031,49,55375.782997
-612.655555,33,55395.670613
-943.794463,44,55423.673942
-796.060284,38,55453.488543
-347.854944,28,55479.722279
-86.036441,22,55500.094273
145.827447,13,55515.964837
-111.594546,23,55535.808859
-397.287354,82,55580.81681
-945.734947,47,55610.965341
-280.855606,39,55635.120826
66.989075,23,55666.432937
-354.108575,33,55690.041403
-575.913048,37,55712.613444
260.498437,7,55722.143272
-287.061027,39,55745.283318
-193.403816,26,55765.609647
102.389683,18,55781.305338
-688.2528,32,55807.201189
-514.210766,35,55847.736127
-262.400585,29,55883.196874
18.212476,24,55901.947768
241.077915,9,55912.628144
-30.869746,21,55929.743397
87.221361,17,55945.70914
-714.988044,41,55975.037652
-224.28332,27,55996.016866
-13.066544,41,56020.146802
236.252903,8,56031.309936
-510.987732,34,56056.219701
-202.762283,27,56077.748133
-45.911094,21,56098.348492
89.202294,16,56115.022158
-704.436428,43,56135.92584
224.049013,9,56147.279383
-191.969977,36,56169.292689
-99.202079,35,56191.161887
-488.329465,29,56215.541604
-158.437822,35,56237.627083
104.108923,16,56253.631683
236.28761,8,56264.969049
-920.841561,41,56292.037904
-78.157325,24,56310.921054
-84.16393,21,56329.382652
57.563271,27,56348.360995
169.706918,12,56376.361458
179.82508,14,56390.26269
205.678627,11,56403.067957
101.366988,17,56419.698335
300,1,56427.089571
300,1,56447.815799
82.209723,25,56467.091228
-261.162437,32,56489.801302
-382.85202,32,56527.547233
300,1,56535.391672
-151.089531,25,56570.126695
261.307113,7,56582.249945
261.770023,7,56592.991821
30.105971,25,56627.065691
-292.714329,37,56652.318871
35.672544,23,56683.749294
-308.279537,26,56706.262282
254.57601,7,56716.488955
-138.239416,26,56749.039593
-219.569454,34,56771.618881
160.857324,14,56788.011156
-201.230509,26,56809.79304
-284.41999,31,56846.903402
75.703702,19,56862.699696
191.633488,11,56875.584379
101.611846,24,56895.330102
113.77829,22,56912.271749
253.965937,8,56923.116121
84.521575,18,56938.816332
-347.892248,30,56962.649865
151.52016,12,56977.386134
-423.609831,32,57001.458797
76.592293,17,57018.062543
-176.157589,25,57038.817699
52.036368,24,57057.273556
159.504091,23,57073.531909
65.967596,17,57089.555449
122.126359,13,57104.87012
-844.380902,41,57131.971919
-126.97342,25,57152.219008
93.060765,16,57170.347804
246.722205,7,57181.63837
-199.599087,27,57201.14787
-83.293285,23,57220.557773
-458.455085,32,57246.928678
-381.369859,30,57271.873065
-875.593923,43,57303.22137
-823.445828,40,57332.025411
217.371483,14,57344.675682
82.34429,17,57360.394012
-413.586979,36,57388.413348
-192.937809,25,57409.463462
300,1,57417.855556
-214.063464,31,57439.260506
102.676645,17,57468.269415
-36.769153,22,57499.598215
-99.863761,23,57533.105345
-28.350681,22,57553.359428
-788.062085,41,57580.12403
-489.944591,32,57618.88396
41.523599,18,57635.157826
-430.463581,30,57657.299805
200.605149,12,57669.47025
-657.517232,36,57697.524951
300,1,57704.923473
-173.379295,26,57725.836306
-840.204447,42,57754.570442
-828.845735,42,57784.740497
-889.029348,44,57813.048631
-622.6407,38,57838.446862
-258.105706,39,57862.668722
47.042186,20,57878.120951
10.429395,19,57894.071205
130.043532,15,57907.824669
-610.565624,42,57935.526838
-517.787291,35,57958.770787
-776.959263,38,57989.033701
-585.230205,33,58013.402636
103.029782,16,58042.75833
234.749867,13,58070.029631
-835.781685,37,58098.308708
-340.020946,29,58121.001316
247.660987,10,58133.669719
-857.186415,36,58159.75155
124.787601,20,58176.766637
-179.21083,34,58200.076313
244.988326,9,58210.699273
213.786833,9,58221.075624
-838.523787,42,58249.926977
49.995647,19,58264.053847
-109.690423,26,58284.344493
300,1,58292.084384
-1316.265367,45,58337.443041
158.910088,13,58354.53992
-145.140704,26,58376.96497
86.324744,19,58393.305714
-100.245491,23,58413.805629
-536.126756,35,58441.023447
208.425492,12,58454.847371
-797.609649,44,58482.349381
-220.769986,31,58500.589335
3.033611,20,58517.523204
-218.066442,26,58551.762295
-1032.27893,49,58583.512905
242.906421,8,58609.89867
-824.563304,40,58639.631344
-160.32019,26,58660.115192
-167.120993,44,58687.097201
-684.5051,33,58713.804159
-308.519623,30,58739.747195
-443.978147,30,58764.482554
-214.822074,27,58784.913822
-42.911776,21,58802.341371
-435.859759,32,58825.948252
-353.324544,27,58849.200392
-392.269767,33,58875.17261
-798.551212,38,58903.561711
164.223108,23,58921.670001
-241.148268,28,58943.488214
-546.375583,34,58968.027674
-140.662358,27,59002.361629
